end_time,artist_name,track_name,ms_played,minutes_played,date,year,month,hour,weekday,track_key
2025-06-21 21:03:00,Ed Sheeran,Shape of You,233713,3.8952166666666668,2025-06-21,2025,6,21,Saturday,ed sheeran - shape of you
2025-06-21 21:07:00,Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),225053,3.7508833333333333,2025-06-21,2025,6,21,Saturday,meghan trainor - like i'm gonna lose you (feat. john legend)
2025-06-21 21:10:00,DJ Snake,Let Me Love You,180329,3.0054833333333333,2025-06-21,2025,6,21,Saturday,dj snake - let me love you
2025-06-22 19:48:00,Jung Kook,Yes or No,147557,2.4592833333333335,2025-06-22,2025,6,19,Sunday,jung kook - yes or no
2025-06-22 19:51:00,Ariana Grande,positions,172324,2.8720666666666665,2025-06-22,2025,6,19,Sunday,ariana grande - positions
2025-06-22 19:53:00,JENNIE,like JENNIE,123518,2.0586333333333333,2025-06-22,2025,6,19,Sunday,jennie - like jennie
2025-06-22 19:56:00,BLACKPINK,Shut Down,175889,2.9314833333333334,2025-06-22,2025,6,19,Sunday,blackpink - shut down
2025-06-22 20:00:00,BTS,FAKE LOVE,242334,4.0389,2025-06-22,2025,6,20,Sunday,bts - fake love
2025-06-22 20:02:00,Sabrina Carpenter,Nonsense,163648,2.7274666666666665,2025-06-22,2025,6,20,Sunday,sabrina carpenter - nonsense
2025-06-22 20:05:00,Jung Kook,Seven (feat. Latto) (Explicit Ver.),183551,3.0591833333333334,2025-06-22,2025,6,20,Sunday,jung kook - seven (feat. latto) (explicit ver.)
2025-06-22 20:08:00,ENHYPEN,FEVER,172106,2.8684333333333334,2025-06-22,2025,6,20,Sunday,enhypen - fever
2025-06-22 20:19:00,ILLIT,Magnetic,48470,0.8078333333333333,2025-06-22,2025,6,20,Sunday,illit - magnetic
2025-06-25 19:28:00,Summer Walker,Girls Need Love,140760,2.346,2025-06-25,2025,6,19,Wednesday,summer walker - girls need love
2025-06-25 19:32:00,Limi,Dangerous,199793,3.3298833333333335,2025-06-25,2025,6,19,Wednesday,limi - dangerous
2025-06-25 19:33:00,Chase Atlantic,Tidal Wave,85977,1.43295,2025-06-25,2025,6,19,Wednesday,chase atlantic - tidal wave
2025-06-25 19:34:00,Simmy,We were here,31498,0.5249666666666667,2025-06-25,2025,6,19,Wednesday,simmy - we were here
2025-06-25 19:37:00,Amelia Moore,next door (feat. ASTN),208313,3.4718833333333334,2025-06-25,2025,6,19,Wednesday,amelia moore - next door (feat. astn)
2025-06-25 19:40:00,Loye,Lef And Right,165600,2.76,2025-06-25,2025,6,19,Wednesday,loye - lef and right
2025-06-25 19:44:00,BTS,A Brand New Day (BTS World Original Soundtrack) (Pt. 2),205020,3.417,2025-06-25,2025,6,19,Wednesday,bts - a brand new day (bts world original soundtrack) (pt. 2)
2025-06-25 19:46:00,DJ Rd da Dz7,Unforgettable,122573,2.042883333333333,2025-06-25,2025,6,19,Wednesday,dj rd da dz7 - unforgettable
2025-06-25 19:49:00,Kiana Ledé,Wicked Games - Sped Up,156600,2.61,2025-06-25,2025,6,19,Wednesday,kiana ledé - wicked games - sped up
2025-06-25 19:51:00,Zeina,Times Two,122608,2.0434666666666668,2025-06-25,2025,6,19,Wednesday,zeina - times two
2025-06-25 19:55:00,USHER,Hey Daddy (Daddy's Home) (feat. Plies),256294,4.271566666666667,2025-06-25,2025,6,19,Wednesday,usher - hey daddy (daddy's home) (feat. plies)
2025-06-25 19:58:00,Keke Palmer,Exposed,162769,2.712816666666667,2025-06-25,2025,6,19,Wednesday,keke palmer - exposed
2025-06-25 20:01:00,eyeroze,Harleys In Hawaii,184045,3.0674166666666665,2025-06-25,2025,6,20,Wednesday,eyeroze - harleys in hawaii
2025-06-25 20:04:00,Carl Storm,With You in the Morning,144000,2.4,2025-06-25,2025,6,20,Wednesday,carl storm - with you in the morning
2025-06-25 20:06:00,Miyuze,Unforgettable,122500,2.0416666666666665,2025-06-25,2025,6,20,Wednesday,miyuze - unforgettable
2025-06-25 20:09:00,Jeff Satur,Tell Me The Name,185601,3.09335,2025-06-25,2025,6,20,Wednesday,jeff satur - tell me the name
2025-06-25 20:12:00,Xenoflora,Chronoscape,118717,1.9786166666666667,2025-06-25,2025,6,20,Wednesday,xenoflora - chronoscape
2025-06-25 20:14:00,Sowan,She Got Me,168368,2.8061333333333334,2025-06-25,2025,6,20,Wednesday,sowan - she got me
2025-06-25 20:25:00,LonelyEve,Reminder - Sped Up,13528,0.22546666666666668,2025-06-25,2025,6,20,Wednesday,lonelyeve - reminder - sped up
2025-06-26 05:11:00,ATEEZ,Lemon Drop,179395,2.989916666666667,2025-06-26,2025,6,5,Thursday,ateez - lemon drop
2025-06-26 05:13:00,ENHYPEN,Bad Desire (With or Without You),141886,2.3647666666666667,2025-06-26,2025,6,5,Thursday,enhypen - bad desire (with or without you)
2025-06-26 05:17:00,BTS,FAKE LOVE,242334,4.0389,2025-06-26,2025,6,5,Thursday,bts - fake love
2025-06-26 05:19:00,JENNIE,like JENNIE,123517,2.0586166666666665,2025-06-26,2025,6,5,Thursday,jennie - like jennie
2025-06-26 05:22:00,TOMORROW X TOGETHER,Tinnitus (Wanna be a rock),157262,2.6210333333333335,2025-06-26,2025,6,5,Thursday,tomorrow x together - tinnitus (wanna be a rock)
2025-06-26 05:25:00,ATEEZ,Ice On My Teeth,183494,3.0582333333333334,2025-06-26,2025,6,5,Thursday,ateez - ice on my teeth
2025-06-26 05:27:00,Jung Kook,Yes or No,147557,2.4592833333333335,2025-06-26,2025,6,5,Thursday,jung kook - yes or no
2025-06-26 05:29:00,ENHYPEN,Outside,121003,2.0167166666666665,2025-06-26,2025,6,5,Thursday,enhypen - outside
2025-06-26 05:33:00,EXO,Love Shot,200306,3.338433333333333,2025-06-26,2025,6,5,Thursday,exo - love shot
2025-06-26 05:35:00,ILLIT,Magnetic,160688,2.6781333333333333,2025-06-26,2025,6,5,Thursday,illit - magnetic
2025-06-26 05:38:00,ATEEZ,Masterpiece,160314,2.6719,2025-06-26,2025,6,5,Thursday,ateez - masterpiece
2025-06-26 05:51:00,BTS,Filter,171342,2.8557,2025-06-26,2025,6,5,Thursday,bts - filter
2025-06-27 19:53:00,BTS,Filter,9294,0.1549,2025-06-27,2025,6,19,Friday,bts - filter
2025-06-27 19:56:00,ATEEZ,Lemon Drop,179396,2.9899333333333336,2025-06-27,2025,6,19,Friday,ateez - lemon drop
2025-06-27 19:59:00,ENHYPEN,Bad Desire (With or Without You),141886,2.3647666666666667,2025-06-27,2025,6,19,Friday,enhypen - bad desire (with or without you)
2025-06-27 19:59:00,Jung Kook,Seven (feat. Latto) (Explicit Ver.),7834,0.13056666666666666,2025-06-27,2025,6,19,Friday,jung kook - seven (feat. latto) (explicit ver.)
2025-06-27 20:01:00,JENNIE,like JENNIE,123517,2.0586166666666665,2025-06-27,2025,6,20,Friday,jennie - like jennie
2025-06-27 20:05:00,BTS,IDOL,222732,3.7122,2025-06-27,2025,6,20,Friday,bts - idol
2025-06-27 20:08:00,ATEEZ,Ice On My Teeth,183495,3.05825,2025-06-27,2025,6,20,Friday,ateez - ice on my teeth
2025-06-27 20:11:00,LISA,New Woman (feat. ROSALÍA),179789,2.9964833333333334,2025-06-27,2025,6,20,Friday,lisa - new woman (feat. rosalía)
2025-06-27 20:22:00,ENHYPEN,Outside,70221,1.17035,2025-06-27,2025,6,20,Friday,enhypen - outside
2025-06-28 20:01:00,Qing Madi,American Love,6682,0.11136666666666667,2025-06-28,2025,6,20,Saturday,qing madi - american love
2025-06-28 20:04:00,Qing Madi,American Love,184306,3.0717666666666665,2025-06-28,2025,6,20,Saturday,qing madi - american love
2025-06-28 20:08:00,Future,Like That,267706,4.461766666666667,2025-06-28,2025,6,20,Saturday,future - like that
2025-06-28 20:12:00,USHER,Hey Daddy (Daddy's Home),224094,3.7349,2025-06-28,2025,6,20,Saturday,usher - hey daddy (daddy's home)
2025-06-28 20:15:00,JENNIE,ExtraL (feat. Doechii),167754,2.7959,2025-06-28,2025,6,20,Saturday,jennie - extral (feat. doechii)
2025-06-28 20:18:00,No Guidnce,Around Me,174498,2.9083,2025-06-28,2025,6,20,Saturday,no guidnce - around me
2025-06-28 20:22:00,Dave,Location (feat. Burna Boy),241294,4.021566666666667,2025-06-28,2025,6,20,Saturday,dave - location (feat. burna boy)
2025-06-28 20:25:00,LAUV,I Like Me Better,197436,3.2906,2025-06-28,2025,6,20,Saturday,lauv - i like me better
2025-06-28 20:28:00,Lil Dicky,Freaky Friday (feat. Chris Brown),216632,3.610533333333333,2025-06-28,2025,6,20,Saturday,lil dicky - freaky friday (feat. chris brown)
2025-06-28 20:31:00,Dhruv,double take,171743,2.8623833333333333,2025-06-28,2025,6,20,Saturday,dhruv - double take
2025-06-28 20:35:00,FloyyMenor,Gata Only,222000,3.7,2025-06-28,2025,6,20,Saturday,floyymenor - gata only
2025-06-28 20:38:00,ROSÉ,APT.,169917,2.83195,2025-06-28,2025,6,20,Saturday,rosé - apt.
2025-06-28 20:48:00,Kendrick Lamar,Not Like Us,3516,0.0586,2025-06-28,2025,6,20,Saturday,kendrick lamar - not like us
2025-06-29 19:22:00,NO7EM,Take My Heart Dont Break It (Stargazing) - Sped,117526,1.9587666666666668,2025-06-29,2025,6,19,Sunday,no7em - take my heart dont break it (stargazing) - sped
2025-06-29 19:24:00,Jessie J,Price Tag - Sped Up,94254,1.5709,2025-06-29,2025,6,19,Sunday,jessie j - price tag - sped up
2025-06-29 19:26:00,Tommy Richman,DEVIL IS A LIE,130944,2.1824,2025-06-29,2025,6,19,Sunday,tommy richman - devil is a lie
2025-06-29 19:29:00,Qing Madi,American Love,189015,3.15025,2025-06-29,2025,6,19,Sunday,qing madi - american love
2025-06-29 19:33:00,Tyla,Truth or Dare,190393,3.173216666666667,2025-06-29,2025,6,19,Sunday,tyla - truth or dare
2025-06-29 19:36:00,Doja Cat,Streets,226987,3.7831166666666665,2025-06-29,2025,6,19,Sunday,doja cat - streets
2025-06-29 19:38:00,фрози,Islands (kompa pasión),126495,2.10825,2025-06-29,2025,6,19,Sunday,фрози - islands (kompa pasión)
2025-06-29 19:42:00,H.E.R.,Come Through (feat. Chris Brown),214093,3.568216666666667,2025-06-29,2025,6,19,Sunday,h.e.r. - come through (feat. chris brown)
2025-06-29 19:45:00,LAUV,I Like Me Better,197437,3.2906166666666667,2025-06-29,2025,6,19,Sunday,lauv - i like me better
2025-06-29 19:48:00,Tommy Richman,MILLION DOLLAR BABY,155152,2.5858666666666665,2025-06-29,2025,6,19,Sunday,tommy richman - million dollar baby
2025-06-29 19:48:00,Lil Mama,Lip Gloss,35050,0.5841666666666666,2025-06-29,2025,6,19,Sunday,lil mama - lip gloss
2025-06-29 19:52:00,Sabrina Carpenter,because i liked a boy,196458,3.2743,2025-06-29,2025,6,19,Sunday,sabrina carpenter - because i liked a boy
2025-06-29 19:55:00,Naïka,1+1,216845,3.6140833333333333,2025-06-29,2025,6,19,Sunday,naïka - 1+1
2025-06-29 19:58:00,Fordo,JADED,184827,3.08045,2025-06-29,2025,6,19,Sunday,fordo - jaded
2025-06-29 20:02:00,Sia,Cheap Thrills (feat. Sean Paul),224814,3.7469,2025-06-29,2025,6,20,Sunday,sia - cheap thrills (feat. sean paul)
2025-06-29 20:05:00,Ayra Starr,Commas,157089,2.61815,2025-06-29,2025,6,20,Sunday,ayra starr - commas
2025-06-29 20:19:00,Dave,Location (feat. Burna Boy),239273,3.9878833333333334,2025-06-29,2025,6,20,Sunday,dave - location (feat. burna boy)
2025-06-30 20:11:00,Ariana Grande,Daydreamin',5983,0.09971666666666666,2025-06-30,2025,6,20,Monday,ariana grande - daydreamin'
2025-06-30 20:14:00,Ariana Grande,Daydreamin',205774,3.4295666666666667,2025-06-30,2025,6,20,Monday,ariana grande - daydreamin'
2025-06-30 20:17:00,JENNIE,Seoul City,164398,2.7399666666666667,2025-06-30,2025,6,20,Monday,jennie - seoul city
2025-06-30 20:19:00,Sevdaliza,Alibi (with Pabllo Vittar & Yseult),161656,2.6942666666666666,2025-06-30,2025,6,20,Monday,sevdaliza - alibi (with pabllo vittar & yseult)
2025-06-30 20:23:00,Selena Gomez,Good For You,221280,3.688,2025-06-30,2025,6,20,Monday,selena gomez - good for you
2025-06-30 20:26:00,Lauren Spencer Smith,That Part,174050,2.9008333333333334,2025-06-30,2025,6,20,Monday,lauren spencer smith - that part
2025-06-30 20:29:00,Tobii,Bad Girls Like You,186000,3.1,2025-06-30,2025,6,20,Monday,tobii - bad girls like you
2025-06-30 20:32:00,Olivia Rodrigo,happier,175933,2.9322166666666667,2025-06-30,2025,6,20,Monday,olivia rodrigo - happier
2025-06-30 20:36:00,Erika Lundmoen,Яд,216834,3.6139,2025-06-30,2025,6,20,Monday,erika lundmoen - яд
2025-06-30 20:40:00,Ariana Grande,Into You,244453,4.074216666666667,2025-06-30,2025,6,20,Monday,ariana grande - into you
2025-06-30 20:44:00,Ed Sheeran,Photograph,258987,4.31645,2025-06-30,2025,6,20,Monday,ed sheeran - photograph
2025-06-30 20:47:00,Ariana Grande,breathin,198160,3.3026666666666666,2025-06-30,2025,6,20,Monday,ariana grande - breathin
2025-06-30 20:50:00,Bazzi,Beautiful (feat. Camila Cabello),180000,3.0,2025-06-30,2025,6,20,Monday,bazzi - beautiful (feat. camila cabello)
2025-06-30 20:53:00,Ariana Grande,7 rings,178627,2.977116666666667,2025-06-30,2025,6,20,Monday,ariana grande - 7 rings
2025-06-30 20:56:00,Bruklin,Daydreaming,153529,2.5588166666666665,2025-06-30,2025,6,20,Monday,bruklin - daydreaming
2025-06-30 21:07:00,LAUV,I Like Me Better,64276,1.0712666666666666,2025-06-30,2025,6,21,Monday,lauv - i like me better
2025-07-01 20:03:00,James Arthur,Say You Won't Let Go,9340,0.15566666666666668,2025-07-01,2025,7,20,Tuesday,james arthur - say you won't let go
2025-07-01 20:07:00,James Arthur,Say You Won't Let Go,201419,3.3569833333333334,2025-07-01,2025,7,20,Tuesday,james arthur - say you won't let go
2025-07-01 20:09:00,Ariana Grande,positions,172325,2.8720833333333333,2025-07-01,2025,7,20,Tuesday,ariana grande - positions
2025-07-01 20:12:00,Duncan Laurence,Arcade,185147,3.0857833333333335,2025-07-01,2025,7,20,Tuesday,duncan laurence - arcade
2025-07-01 20:15:00,Josh Makazo,Numb,162665,2.7110833333333333,2025-07-01,2025,7,20,Tuesday,josh makazo - numb
2025-07-01 20:19:00,Sam Smith,Fire On Fire,246735,4.11225,2025-07-01,2025,7,20,Tuesday,sam smith - fire on fire
2025-07-01 20:23:00,Katy Perry,Wide Awake,220947,3.68245,2025-07-01,2025,7,20,Tuesday,katy perry - wide awake
2025-07-01 20:27:00,Ariana Grande,bloodline,216893,3.6148833333333332,2025-07-01,2025,7,20,Tuesday,ariana grande - bloodline
2025-07-01 20:30:00,Sam Smith,Too Good At Goodbyes,201000,3.35,2025-07-01,2025,7,20,Tuesday,sam smith - too good at goodbyes
2025-07-01 20:33:00,Sabrina Carpenter,Nonsense,163648,2.7274666666666665,2025-07-01,2025,7,20,Tuesday,sabrina carpenter - nonsense
2025-07-01 20:36:00,Taylor Swift,Gorgeous,209680,3.494666666666667,2025-07-01,2025,7,20,Tuesday,taylor swift - gorgeous
2025-07-01 20:40:00,Charlie Puth,Attention,208787,3.4797833333333332,2025-07-01,2025,7,20,Tuesday,charlie puth - attention
2025-07-01 20:53:00,Sia,Elastic Heart,198380,3.3063333333333333,2025-07-01,2025,7,20,Tuesday,sia - elastic heart
2025-07-02 15:49:00,Benson Boone,Slow It Down,161831,2.6971833333333333,2025-07-02,2025,7,15,Wednesday,benson boone - slow it down
2025-07-02 15:51:00,晴弥,Screenshots,149296,2.4882666666666666,2025-07-02,2025,7,15,Wednesday,晴弥 - screenshots
2025-07-02 15:54:00,No Guidnce,Around Me,174497,2.9082833333333333,2025-07-02,2025,7,15,Wednesday,no guidnce - around me
2025-07-02 15:56:00,Glass Animals,Heat Waves,109986,1.8331,2025-07-02,2025,7,15,Wednesday,glass animals - heat waves
2025-07-02 15:56:00,Ariana Grande,the boy is mine,21139,0.35231666666666667,2025-07-02,2025,7,15,Wednesday,ariana grande - the boy is mine
2025-07-02 15:56:00,Selena Gomez,Good For You,1706,0.028433333333333335,2025-07-02,2025,7,15,Wednesday,selena gomez - good for you
2025-07-02 15:56:00,Kendrick Lamar,luther (with sza),5218,0.08696666666666666,2025-07-02,2025,7,15,Wednesday,kendrick lamar - luther (with sza)
2025-07-02 15:56:00,Liam Payne,Strip That Down (feat. Quavo),1316,0.021933333333333332,2025-07-02,2025,7,15,Wednesday,liam payne - strip that down (feat. quavo)
2025-07-02 15:59:00,Megan Thee Stallion,Mamushi (feat. Yuki Chiba),156988,2.6164666666666667,2025-07-02,2025,7,15,Wednesday,megan thee stallion - mamushi (feat. yuki chiba)
2025-07-02 16:02:00,Tobii,Bad Girls Like You,186000,3.1,2025-07-02,2025,7,16,Wednesday,tobii - bad girls like you
2025-07-02 16:05:00,JENNIE,Mantra,136627,2.2771166666666667,2025-07-02,2025,7,16,Wednesday,jennie - mantra
2025-07-02 16:09:00,RAYE,Escapism.,272374,4.5395666666666665,2025-07-02,2025,7,16,Wednesday,raye - escapism.
2025-07-02 16:13:00,Justin Bieber,Confident,248133,4.13555,2025-07-02,2025,7,16,Wednesday,justin bieber - confident
2025-07-02 16:26:00,Ariana Grande,7 rings,175984,2.9330666666666665,2025-07-02,2025,7,16,Wednesday,ariana grande - 7 rings
2025-07-02 18:40:00,RAYE,Escapism.,16827,0.28045,2025-07-02,2025,7,18,Wednesday,raye - escapism.
2025-07-02 19:55:00,Ariana Grande,Everyday,194840,3.247333333333333,2025-07-02,2025,7,19,Wednesday,ariana grande - everyday
2025-07-02 19:58:00,NIKI,lowkey,171355,2.855916666666667,2025-07-02,2025,7,19,Wednesday,niki - lowkey
2025-07-02 20:01:00,Amelia Moore,next door (feat. ASTN),208314,3.4719,2025-07-02,2025,7,20,Wednesday,amelia moore - next door (feat. astn)
2025-07-02 20:04:00,ROSÉ,toxic till the end,156685,2.6114166666666665,2025-07-02,2025,7,20,Wednesday,rosé - toxic till the end
2025-07-02 20:07:00,Bazzi,Beautiful (feat. Camila Cabello),180000,3.0,2025-07-02,2025,7,20,Wednesday,bazzi - beautiful (feat. camila cabello)
2025-07-02 20:10:00,Dhruv,double take,171743,2.8623833333333333,2025-07-02,2025,7,20,Wednesday,dhruv - double take
2025-07-02 20:12:00,Ariana Grande,supernatural,163382,2.7230333333333334,2025-07-02,2025,7,20,Wednesday,ariana grande - supernatural
2025-07-02 20:17:00,NIKI,Take A Chance With Me,303934,5.065566666666666,2025-07-02,2025,7,20,Wednesday,niki - take a chance with me
2025-07-02 20:21:00,Kehlani,Nights Like This (feat. Ty Dolla $ign),201788,3.3631333333333333,2025-07-02,2025,7,20,Wednesday,kehlani - nights like this (feat. ty dolla $ign)
2025-07-02 20:24:00,James Arthur,Rewrite The Stars (with James Arthur & Anne-Marie),218293,3.6382166666666667,2025-07-02,2025,7,20,Wednesday,james arthur - rewrite the stars (with james arthur & anne-marie)
2025-07-02 20:27:00,SZA,Nobody Gets Me,180853,3.0142166666666665,2025-07-02,2025,7,20,Wednesday,sza - nobody gets me
2025-07-02 20:31:00,LAUV,I Like Me Better,197437,3.2906166666666667,2025-07-02,2025,7,20,Wednesday,lauv - i like me better
2025-07-02 20:35:00,Ariana Grande,Stuck with U (with Justin Bieber),228482,3.8080333333333334,2025-07-02,2025,7,20,Wednesday,ariana grande - stuck with u (with justin bieber)
2025-07-02 20:35:00,NIKI,You'll Be in My Heart,16001,0.26668333333333333,2025-07-02,2025,7,20,Wednesday,niki - you'll be in my heart
2025-07-02 20:35:00,Denise Julia,NVMD,35501,0.5916833333333333,2025-07-02,2025,7,20,Wednesday,denise julia - nvmd
2025-07-02 20:40:00,Justine Skye,Collide (feat. Tyga),260169,4.33615,2025-07-02,2025,7,20,Wednesday,justine skye - collide (feat. tyga)
2025-07-02 20:50:00,SZA,Snooze,19009,0.3168166666666667,2025-07-02,2025,7,20,Wednesday,sza - snooze
2025-07-03 09:59:00,MAX,STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),8917,0.14861666666666667,2025-07-03,2025,7,9,Thursday,max - stupid in love (feat. huh yunjin of le sserafim)
2025-07-03 10:02:00,Amelia Moore,next door (feat. ASTN),208313,3.4718833333333334,2025-07-03,2025,7,10,Thursday,amelia moore - next door (feat. astn)
2025-07-03 10:05:00,Ariana Grande,boyfriend (with Social House),186106,3.101766666666667,2025-07-03,2025,7,10,Thursday,ariana grande - boyfriend (with social house)
2025-07-03 10:15:00,Kiana Ledé,Wicked Games,6861,0.11435,2025-07-03,2025,7,10,Thursday,kiana ledé - wicked games
2025-07-03 15:48:00,Sauti Sol,Insecure,190979,3.1829833333333335,2025-07-03,2025,7,15,Thursday,sauti sol - insecure
2025-07-03 15:51:00,Njerae,Aki Sioni,183032,3.0505333333333335,2025-07-03,2025,7,15,Thursday,njerae - aki sioni
2025-07-03 15:54:00,Joshua Baraka,Wrong Places,177600,2.96,2025-07-03,2025,7,15,Thursday,joshua baraka - wrong places
2025-07-03 15:57:00,Bensoul,Viva La Vida,178200,2.97,2025-07-03,2025,7,15,Thursday,bensoul - viva la vida
2025-07-03 16:00:00,C4 Pedro,Posa,206586,3.4431,2025-07-03,2025,7,16,Thursday,c4 pedro - posa
2025-07-03 16:04:00,Sauti Sol,Love Again,251039,4.183983333333333,2025-07-03,2025,7,16,Thursday,sauti sol - love again
2025-07-03 16:08:00,Bracket,Yori Yori,218427,3.64045,2025-07-03,2025,7,16,Thursday,bracket - yori yori
2025-07-03 16:11:00,Bien,Inauma,210309,3.50515,2025-07-03,2025,7,16,Thursday,bien - inauma
2025-07-03 16:15:00,Andy Bumuntu,On Fire,197120,3.2853333333333334,2025-07-03,2025,7,16,Thursday,andy bumuntu - on fire
2025-07-03 16:18:00,Bensoul,Extra Pressure,170667,2.84445,2025-07-03,2025,7,16,Thursday,bensoul - extra pressure
2025-07-03 16:22:00,Sauti Sol,Sura Yako,237062,3.951033333333333,2025-07-03,2025,7,16,Thursday,sauti sol - sura yako
2025-07-03 16:26:00,C4 Pedro,Tu És a Mulher,276880,4.6146666666666665,2025-07-03,2025,7,16,Thursday,c4 pedro - tu és a mulher
2025-07-03 16:38:00,Banky W.,Yes/No,127656,2.1276,2025-07-03,2025,7,16,Thursday,banky w. - yes/no
2025-07-07 20:25:00,JORDY,NICE THINGS,9045,0.15075,2025-07-07,2025,7,20,Monday,jordy - nice things
2025-07-07 20:28:00,JORDY,NICE THINGS,138766,2.3127666666666666,2025-07-07,2025,7,20,Monday,jordy - nice things
2025-07-07 20:31:00,Summer Walker,Karma,188906,3.148433333333333,2025-07-07,2025,7,20,Monday,summer walker - karma
2025-07-07 20:34:00,Babyboy AV,Confession,188630,3.1438333333333333,2025-07-07,2025,7,20,Monday,babyboy av - confession
2025-07-07 20:37:00,Franglish,Trop parler,183866,3.064433333333333,2025-07-07,2025,7,20,Monday,franglish - trop parler
2025-07-07 20:40:00,AMARIA BB,Slow Motion,166000,2.7666666666666666,2025-07-07,2025,7,20,Monday,amaria bb - slow motion
2025-07-07 20:43:00,Ariana Grande,everytime,172107,2.86845,2025-07-07,2025,7,20,Monday,ariana grande - everytime
2025-07-07 20:43:00,Summer Walker,Girls Need Love,24310,0.4051666666666667,2025-07-07,2025,7,20,Monday,summer walker - girls need love
2025-07-07 20:46:00,Tobii,Hotel Lobby,200425,3.3404166666666666,2025-07-07,2025,7,20,Monday,tobii - hotel lobby
2025-07-07 20:51:00,Rihanna,Kiss It Better,253080,4.218,2025-07-07,2025,7,20,Monday,rihanna - kiss it better
2025-07-07 20:55:00,Dadju,I love you,237867,3.96445,2025-07-07,2025,7,20,Monday,dadju - i love you
2025-07-07 21:05:00,zandros,need to know,8212,0.13686666666666666,2025-07-07,2025,7,21,Monday,zandros - need to know
2025-07-08 10:03:00,Kiana Ledé,Wicked Games,5367,0.08945,2025-07-08,2025,7,10,Tuesday,kiana ledé - wicked games
2025-07-08 10:03:00,thủy,universe,5281,0.08801666666666667,2025-07-08,2025,7,10,Tuesday,thủy - universe
2025-07-08 10:04:00,thủy,playing tricks,8300,0.13833333333333334,2025-07-08,2025,7,10,Tuesday,thủy - playing tricks
2025-07-08 13:31:00,Dhruv,airplane thoughts,16529,0.27548333333333336,2025-07-08,2025,7,13,Tuesday,dhruv - airplane thoughts
2025-07-08 13:34:00,Sasha Keable,WHY,179594,2.9932333333333334,2025-07-08,2025,7,13,Tuesday,sasha keable - why
2025-07-08 13:44:00,thủy,playing tricks,15106,0.2517666666666667,2025-07-08,2025,7,13,Tuesday,thủy - playing tricks
